class,uid,assigned_type,assigned_key,call_offset,UID,DRIVER,NUMBER,TEAM,Livery,Pin,InteriorConfig,DriverImages,Selectable,AIDriverProfile,Series,BaseArcName,LastWonSprintCup
DRIVERCONFIG_c,22512,,22512,0x1834C,22512,"DRIVER_c(1136, S_DRIVER_T_STEWART, None, False, True, tonystewart, 131793153, False, True)","DRIVERNUMBER_c(23057, W:\NAS3\Hud\2014\numbers\14_Stewart.tga, 14_TONYSTEWART2014)","RACETEAM_c(1351, S_TEAM_SHR, None, StewartHaasRcng)","LIVERIE_c(22907, 14_14_STEWART_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22333, 1, None, None)",DRIVERPORTRAIT_c(21866),True,AIRACEDRIVERPROFILE_c(3239),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_STEWART,131793153
DRIVERCONFIG_c,22513,,22513,0x1837F,22513,"DRIVER_c(1094, S_DRIVER_J_BURTON, None, False, True, RCR31JeffBurton, 129106177, False, False)","DRIVERNUMBER_c(9694, W:\NAS3\Hud\2012\numbers\31_Burton.tga, 31_JEFFBURTON)","RACETEAM_c(21845, S_TEAM_SWAN_RACING, None, SwanRacingCo)","LIVERIE_c(18787, DLC_LIV_31_BURTON_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22334, 1, None, None)",DRIVERPORTRAIT_c(7402),False,AIRACEDRIVERPROFILE_c(3247),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_BURTON,129106177
DRIVERCONFIG_c,22514,,22514,0x183B2,22514,"DRIVER_c(1115, S_DRIVER_B_KESELOWSKI, None, False, True, keselowski, 131793153, True, False)","DRIVERNUMBER_c(23071, W:\NAS3\Hud\2014\numbers\2_Keselowski.tga, 2_BRADKESELOWSKI2014)","RACETEAM_c(1336, S_TEAM_PR_01, None, penskeracing)","LIVERIE_c(24660, 14_2_BRAD_KESELOWSKI_SECONDARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22331, 1, None, None)",DRIVERPORTRAIT_c(7415),True,AIRACEDRIVERPROFILE_c(3237),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_KESELOWSKI,129106177
DRIVERCONFIG_c,22515,,22515,0x183E5,22515,"DRIVER_c(1138, S_DRIVER_M_TRUEX_JR, None, False, True, MartinTruexJr56, 129106177, False, False)","DRIVERNUMBER_c(23090, W:\NAS3\Hud\2014\numbers\78_Truex_jr.tga, 78_MARTINTRUEXJR2014)","RACETEAM_c(1355, S_TEAM_FRR, None, FR78Racing)","LIVERIE_c(22990, 14_78_TRUEX_JR_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(7387),True,AIRACEDRIVERPROFILE_c(3259),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_TRUEXMARTIN,129106177
DRIVERCONFIG_c,22516,,22516,0x18418,22516,"DRIVER_c(1108, S_DRIVER_K_HARVICK, None, False, True, KevinHarvick, 131793153, True, True)","DRIVERNUMBER_c(23087, W:\NAS3\Hud\2014\numbers\4_Harvick.tga, 4_KEVINHARVICK2014)","RACETEAM_c(1351, S_TEAM_SHR, None, StewartHaasRcng)","LIVERIE_c(22988, 14_4_HARVICK_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22327, 1, None, None)",DRIVERPORTRAIT_c(7394),True,AIRACEDRIVERPROFILE_c(3246),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_HARVICK,129106177
DRIVERCONFIG_c,22517,,22517,0x1844B,22517,"DRIVER_c(1091, S_DRIVER_D_BLANEY, None, False, True, BuckeyeBullet10, 129106177, False, False)","DRIVERNUMBER_c(22344, W:\NAS3\Hud\2012\numbers\7_blaney.tga, 7_BLANEY)","RACETEAM_c(1347, S_TEAM_TBR, None, TBR_Racing)","LIVERIE_c(18790, DLC_LIV_36_BLANEY_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22332, 1, None, None)",DRIVERPORTRAIT_c(22345),False,AIRACEDRIVERPROFILE_c(3260),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_BLANEY,129106177
DRIVERCONFIG_c,22518,,22518,0x1847E,22518,"DRIVER_c(1129, S_DRIVER_D_RAGAN, None, False, True, DavidRagan, 131793153, False, False)","DRIVERNUMBER_c(23074, W:\NAS3\Hud\2014\numbers\34_Ragan.tga, 34_DAVIDRAGAN2014)","RACETEAM_c(1327, S_TEAM_FRM, None, FrontRowNASCAR)","LIVERIE_c(22910, 14_34_RAGAN_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22321, 1, None, None)",DRIVERPORTRAIT_c(7406),True,AIRACEDRIVERPROFILE_c(3233),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_RAGAN,129106177
DRIVERCONFIG_c,22519,,22519,0x184B1,22519,"DRIVER_c(5758, S_DRIVER_D_PATRICK, None, False, False, DanicaPatrick, 129106177, True, False)","DRIVERNUMBER_c(23053, W:\NAS3\Hud\2014\numbers\10_Patrick.tga, 10_DANICAPATRICK2014)","RACETEAM_c(1351, S_TEAM_SHR, None, StewartHaasRcng)","LIVERIE_c(23108, 14_10_PATRICK_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22319, 1, None, None)",DRIVERPORTRAIT_c(7407),True,AIRACEDRIVERPROFILE_c(6922),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_PATRICK,129106177
DRIVERCONFIG_c,22520,,22520,0x184E4,22520,"DRIVER_c(1107, S_DRIVER_D_HAMLIN, None, False, True, dennyhamlin, 131793153, True, True)","DRIVERNUMBER_c(23054, W:\NAS3\Hud\2014\numbers\11_Hamlin.tga, 11_DENNYHAMLIN2014)","RACETEAM_c(1335, S_TEAM_JGR, None, joegibbsracing)","LIVERIE_c(22927, 14_11_HAMLIN_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22340, 1, None, None)",DRIVERPORTRAIT_c(7408),True,AIRACEDRIVERPROFILE_c(3236),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_HAMLIN,129106177
DRIVERCONFIG_c,22521,,22521,0x18517,22521,"DRIVER_c(1085, S_DRIVER_M_AMBROSE, None, False, True, MarcosAmbrose, 129106177, True, False)","DRIVERNUMBER_c(23098, W:\NAS3\Hud\2014\numbers\9_Ambrose.tga, 9_MARCOSAMBROSE2014)","RACETEAM_c(1325, S_TEAM_RPM_01, None, RPMotorsports)","LIVERIE_c(22989, 14_9_AMBROSE_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(7390),True,AIRACEDRIVERPROFILE_c(3256),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_AMBROSE,129106177
DRIVERCONFIG_c,22522,,22522,0x1854A,22522,"DRIVER_c(1124, S_DRIVER_C_MEARS, None, False, True, CaseyMears13, 129106177, False, False)","DRIVERNUMBER_c(23055, W:\NAS3\Hud\2014\numbers\13_Mears.tga, 13_CASEYMEARS2014)","RACETEAM_c(1352, S_TEAM_GR, None, GermainRacing)","LIVERIE_c(23116, 14_13_MEARS_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(14613),True,AIRACEDRIVERPROFILE_c(3365),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_MEARS,129106177
DRIVERCONFIG_c,22523,,22523,0x1857D,22523,"DRIVER_c(1100, S_DRIVER_D_EARNHARDT_JR, None, False, True, DaleJr, 129106177, True, True)","DRIVERNUMBER_c(23094, W:\NAS3\Hud\2014\numbers\88_Earnhardt_jr.tga, 88_DALEEARNHARDTJR2014)","RACETEAM_c(1340, S_TEAM_HM, None, TeamHendrick)","LIVERIE_c(22928, 14_88_EARNHARDT_JR_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22315, 1, None, None)",DRIVERPORTRAIT_c(7410),True,AIRACEDRIVERPROFILE_c(3265),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_EARNHARDT,129106177
DRIVERCONFIG_c,22524,,22524,0x185B0,22524,"DRIVER_c(1400, S_DRIVER_M_MCDOWELL, None, False, True, Mc_Driver, 129106177, False, False)","DRIVERNUMBER_c(23096, W:\NAS3\Hud\2014\numbers\95_Mcdowell.tga, 95_MICHAELMCDOWELL2014)","RACETEAM_c(8739, S_TEAM_LFR, None, LeavineFamily95)","LIVERIE_c(23125, 14_95_MCDOWELL_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(14746),True,AIRACEDRIVERPROFILE_c(3258),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_MCDOWELL,129106177
DRIVERCONFIG_c,22525,,22525,0x185E3,22525,"DRIVER_c(9663, S_DRIVER_A_DILLON, None, False, True, austindillon3, 129106177, False, False)","DRIVERNUMBER_c(23073, W:\NAS3\Hud\2014\numbers\3_Dillon.tga, 3_AUSTINDILLON2014)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(23113, 14_3_DILLON_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(18295),True,AIRACEDRIVERPROFILE_c(18354),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_DILLON,129106177
DRIVERCONFIG_c,22526,,22526,0x18616,22526,"DRIVER_c(1123, S_DRIVER_P_MENARD, None, False, True, RCR27PMenard, 131793153, False, False)","DRIVERNUMBER_c(23070, W:\NAS3\Hud\2014\numbers\27_Menard.tga, 27_PAULMENARD2014)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(23121, 14_27_MENARD_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22327, 1, None, None)",DRIVERPORTRAIT_c(7385),True,AIRACEDRIVERPROFILE_c(3266),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_MENARD,129106177
DRIVERCONFIG_c,22527,,22527,0x18649,22527,"DRIVER_c(5766, S_DRIVER_T_BAYNE, None, False, True, tbayne21, 131793153, False, False)","DRIVERNUMBER_c(23067, W:\NAS3\Hud\2014\numbers\21_Bayne.tga, 21_TREVORBAYNE2014)","RACETEAM_c(1341, S_TEAM_WBR, None, woodbrothers21)","LIVERIE_c(23120, 14_21_BAYNE_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(7381),True,AIRACEDRIVERPROFILE_c(6921),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_BAYNE,129106177
DRIVERCONFIG_c,22528,,22528,0x1867C,22528,"DRIVER_c(1121, S_DRIVER_J_MCMURRAY, None, False, True, JamieMcMurray, 131727617, True, False)","DRIVERNUMBER_c(23064, W:\NAS3\Hud\2014\numbers\1_McMurray.tga, 1_JAMIEMCMURRAY2014)","RACETEAM_c(1349, S_TEAM_EGR, None, EGRTeams)","LIVERIE_c(23110, 14_1_MCMURRAY_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22326, 1, None, None)",DRIVERPORTRAIT_c(7397),True,AIRACEDRIVERPROFILE_c(3230),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_MCMURRAY,129106177
DRIVERCONFIG_c,22529,,22529,0x186AF,22529,"DRIVER_c(7175, S_DRIVER_R_STENHOUSE_JR, None, False, True, stenhousejr, 129106177, True, False)","DRIVERNUMBER_c(23062, W:\NAS3\Hud\2014\numbers\17_Stenhouse_Jr.tga, 17_STENHOUSEJR2014)","RACETEAM_c(1331, S_TEAM_RFR, None, roushfenway)","LIVERIE_c(23118, 14_17_STENHOUSE_JR_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(21856),True,AIRACEDRIVERPROFILE_c(12391),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_STENHOUSE,129106177
DRIVERCONFIG_c,22530,,22530,0x186E2,22530,"DRIVER_c(1113, S_DRIVER_K_KAHNE, None, False, True, kaseykahne, 131793153, False, False)","DRIVERNUMBER_c(23089, W:\NAS3\Hud\2014\numbers\5_Kahne.tga, 5_KASEYKAHNE2014)","RACETEAM_c(1340, S_TEAM_HM, None, TeamHendrick)","LIVERIE_c(22915, 14_5_KAHNE_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22320, 1, None, None)",DRIVERPORTRAIT_c(7393),True,AIRACEDRIVERPROFILE_c(3235),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_KAHNE,129106177
DRIVERCONFIG_c,22531,,22531,0x18715,22531,"DRIVER_c(1131, S_DRIVER_D_REUTIMANN, None, False, True, , 131727617, False, False)","DRIVERNUMBER_c(24595, W:\nas3\Hud\2014\numbers\35_reutimann.tga, 35_DAVIDREUTIMANN2014)","RACETEAM_c(1327, S_TEAM_FRM, None, FrontRowNASCAR)","LIVERIE_c(24604, 14_35_DAVID_REUTIMANN_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(21872),True,AIRACEDRIVERPROFILE_c(3229),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_REUTIMANN,129106177
DRIVERCONFIG_c,22532,,22532,0x18748,22532,"DRIVER_c(1126, S_DRIVER_J_NEMECHEK, None, False, True, FrontRowJoe87, 129106177, False, False)","DRIVERNUMBER_c(23093, W:\NAS3\Hud\2014\numbers\87_Nemechek.tga, 87_JOENEMECHEK2014)","RACETEAM_c(1350, S_TEAM_NM, None, )","LIVERIE_c(23102, 14_87_NEMECHEK_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22321, 1, None, None)",DRIVERPORTRAIT_c(14614),True,AIRACEDRIVERPROFILE_c(3264),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_NEMECHEK,129106177
DRIVERCONFIG_c,22533,,22533,0x1877B,22533,"DRIVER_c(1096, S_DRIVER_K_BUSCH_02, None, False, True, kylebusch, 131793153, True, True)","DRIVERNUMBER_c(23063, W:\NAS3\Hud\2014\numbers\18_Busch.tga, 18_KYLEBUSCH2014)","RACETEAM_c(1335, S_TEAM_JGR, None, joegibbsracing)","LIVERIE_c(23119, 14_18_BUSCH_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22329, 1, None, None)",DRIVERPORTRAIT_c(7391),True,AIRACEDRIVERPROFILE_c(3242),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_BUSCHKYLE,129106177
DRIVERCONFIG_c,22534,,22534,0x187AE,22534,"DRIVER_c(2847, S_DRIVER_T_KVAPIL, None, False, True, TravisKvapil, 129106177, False, False)","DRIVERNUMBER_c(23095, W:\NAS3\Hud\2014\numbers\93_Kvapil.tga, 93_TRAVISKVAPIL2014)","RACETEAM_c(10518, S_TEAM_BKRACING, None, BKRacing8393)","LIVERIE_c(22917, 14_93_KVAPIL_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(7379),False,AIRACEDRIVERPROFILE_c(3249),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_KVAPIL,129106177
DRIVERCONFIG_c,22535,,22535,0x187E1,22535,"DRIVER_c(1111, S_DRIVER_J_JOHNSON, None, False, True, JimmieJohnson, 131793153, True, True)","DRIVERNUMBER_c(23086, W:\NAS3\Hud\2014\numbers\48_Johnson.tga, 48_JIMMYJOHNSON2014)","RACETEAM_c(1340, S_TEAM_HM, None, TeamHendrick)","LIVERIE_c(22914, 14_48_JOHNSON_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22322, 1, None, None)",DRIVERPORTRAIT_c(7399),True,AIRACEDRIVERPROFILE_c(3257),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_JOHNSON,131727617
DRIVERCONFIG_c,22536,,22536,0x18814,22536,"DRIVER_c(1101, S_DRIVER_C_EDWARDS, None, False, True, , 131793153, True, False)","DRIVERNUMBER_c(23097, W:\NAS3\Hud\2014\numbers\99_Edwards.tga, 99_CARLEDWARDS2014)","RACETEAM_c(1331, S_TEAM_RFR, None, roushfenway)","LIVERIE_c(22918, 14_99_EDWARDS_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(7411),True,AIRACEDRIVERPROFILE_c(3267),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_EDWARDS,129106177
DRIVERCONFIG_c,22537,,22537,0x18847,22537,"DRIVER_c(21846, S_DRIVER_T_PASTRANA, None, False, True, , 129106177, False, False)","DRIVERNUMBER_c(9704, W:\NAS3\Hud\2012\numbers\6_Stenhouse_Jr.tga, 6_RICKYSTENHOUSEJR)","RACETEAM_c(1331, S_TEAM_RFR, None, roushfenway)","LIVERIE_c(21947, DLC_LIV_6_PASTRANA_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(21859),False,AIRACEDRIVERPROFILE_c(3260),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_PASTRANA,129106177
DRIVERCONFIG_c,22677,,22677,0x1887A,22677,"DRIVER_c(22676, S_DRIVER_K_LARSON, None, False, True, KyleLarsonRacin, 129106177, False, False)","DRIVERNUMBER_c(23083, W:\NAS3\Hud\2014\numbers\42_Larson.tga, 42_KYLELARSON2014)","RACETEAM_c(1349, S_TEAM_EGR, None, EGRTeams)","LIVERIE_c(23123, 14_42_LARSON_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(23141),True,AIRACEDRIVERPROFILE_c(23214),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_LARSON,129106177
DRIVERCONFIG_c,22678,,22678,0x188AD,22678,"DRIVER_c(1083, S_DRIVER_AJ_ALMENDINGER, None, False, True, AJDinger, 129106177, False, False)","DRIVERNUMBER_c(23085, W:\NAS3\Hud\2014\numbers\47_Allmendinger.tga, 47_AJALLMENDINGER2014)","RACETEAM_c(1326, S_TEAM_JTGDR, None, NASCAR47)","LIVERIE_c(23103, 14_47_ALLMENDINGER_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(7416),True,AIRACEDRIVERPROFILE_c(3255),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_ALLMENDINGER,129106177
DRIVERCONFIG_c,22679,,22679,0x188E0,22679,"DRIVER_c(1139, S_DRIVER_B_VICKERS, None, False, True, BrianLVickers, 129106177, False, False)","DRIVERNUMBER_c(23088, W:\NAS3\Hud\2014\numbers\55_Vickers.tga, 55_BRIANVICKERS2014)","RACETEAM_c(1354, S_TEAM_MWR, None, MWRteam)","LIVERIE_c(23124, 14_55_VICKERS_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22335, 1, None, None)",DRIVERPORTRAIT_c(23142),True,AIRACEDRIVERPROFILE_c(3379),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_VICKERS,129106177
DRIVERCONFIG_c,22887,,22887,0x18913,22887,"DRIVER_c(2491, S_DEFAULT_PLAYER_NAME, None, True, True, , 129106177, False, False)","DRIVERNUMBER_c(2493, W:\NAS3\Hud\NEW\numbers\53-CHEVROLET_01.tga, 35_CUSTOMGENERIC)","RACETEAM_c(2495, S_DEFAULT_TEAM_NAME, None, )","LIVERIE_c(12602, TELEMETRYCHEVROLET, BaseColour_c(0, 0, 180), S_LIV_PRIMARY, None, False, False, None, None, False, None, False, 131858689, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(7485),True,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",CUSTOMGENERIC2014,129106177
DRIVERCONFIG_c,22888,,22888,0x18946,22888,None,None,None,None,"DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)",None,None,False,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",CUSTOMGENERICF2014,129106177
DRIVERCONFIG_c,22890,,22890,0x18979,22890,"DRIVER_c(9666, S_DRIVER_L_CASSILL, None, False, True, landoncassill, 129106177, False, False)","DRIVERNUMBER_c(23081, W:\NAS3\Hud\2014\numbers\40_Cassill.tga, 40_LANDONCASSILL2014)","RACETEAM_c(22932, S_TEAM_HR, None, Hillman_Racing)","LIVERIE_c(23004, 14_40_CASSILL_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(12595),True,AIRACEDRIVERPROFILE_c(3356),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_CASSILL,129106177
DRIVERCONFIG_c,22929,,22929,0x189AC,22929,"DRIVER_c(1142, S_DRIVER_JJ_YELEY, None, False, True, jjyeley1, 129106177, False, False)","DRIVERNUMBER_c(24591, W:\nas3\Hud\2014\numbers\44_yeley.tga, 44_JJYELEY2014)","RACETEAM_c(24588, S_TEAM_XXXTREME, None, Xxxtremeracing)","LIVERIE_c(24586, 14_44_JJ_YELEY_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22332, 1, None, None)",DRIVERPORTRAIT_c(23140),True,AIRACEDRIVERPROFILE_c(3370),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_YELEY,129106177
DRIVERCONFIG_c,22931,,22931,0x189DF,22931,"DRIVER_c(22930, S_DRIVER_R_REED, None, False, True, driverRyanReed, 129106177, False, False)","DRIVERNUMBER_c(23128, W:\NAS3\Hud\2014\numbers\6_Reed.tga, 6_RYANREED2014)","RACETEAM_c(1331, S_TEAM_RFR, None, roushfenway)","LIVERIE_c(23112, 14_6_REED_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(23143),True,AIRACEDRIVERPROFILE_c(23218),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_REED,129106177
